aba/te/c,  abat/ec/
a/ne/mo/metr/,  anemometr/
a/ne/mon/,  anemon/
a/ne/roid,  aneroid/
a/ne/t,  anet/
a/ne/uxrism,  aneuxrism/
anfr/akt/,  anfrakt/
ang/el/ik,  angelik/
ang/la/lingv/,  angl/a/lingv/
ang/la/lingv/an,  angl/a/lingv/an/
anglika/ni/sm,  anglikan/ism/
angli,  angl/i/
anglism,  angl/ism/
ang/ol/,  angol/
ang/or/,  angor/
angst/rom/,  angstrom/
/angul/m/ebl/,  angul/mebl/
ang/vi/s,  angvis/
/angxel/us,  angxelus/
anh/el/,  anhel/
a/ni/gx,  an/igx/
a/ni/lin,  anilin/
a/ni/m,  anim/
a/ni/man/t,  anim/ant/
a/ni/mism,  anim/ism/
a/ni/mit,  anim/it/
a/ni/m/stat/,  anim/stat/
a/ni/mul,  anim/ul/
a/ni/z/likvor/,  aniz/likvor/
a/ni/z,  aniz/
a/ni/zuj,  aniz/uj/
an/jon/,  anjon/
an/kar/,  ankar/
ank/aux/,  ankaux/
an/kil/ozigx,  ankiloz/igx/
an/kil/oz,  ankiloz/
an/kor/aux/,  ankoraux/
an/kor/aux/foj/,  ankoraux/foj/
an/krad/ej,  ankr/ad/ej/
an/krad/,  ankr/ad/
ank/re/j,  ankr/ej/
an/kri/gx,  ankr/igx/
ankro/kabl/,  ankr/o/kabl/
ankro/vin/cx,  ankr/o/vincx/
ank/uz/,  ankuz/
an/ne/t,  ann/et/
a/nod/,  anod/
anof/el/,  anofel/
a/nom/ali/,  anomali/
anoncet,  anonc/et/
anoncist,  anonc/ist/
anoncit,  anonc/it/
ano/ni/m,  anonim/
ano/ni/mul,  anonim/ul/
an/or/ak,  anorak/
a/normal/,  anormal/
ans/era/jx,  anser/ajx/
an/se/rhepat,  anser/hepat/
an/se/r,  anser/
an/serv/ic,  anser/vic/
an/stat/aux/,  anstataux/
an/stat/aux/ajx,  anstataux/ajx/
an/stat/aux/ant,  anstataux/ant/
an/stat/aux/ig,  anstataux/ig/
anst/rom/,  anstrom/
an/tag/o/ni/sm,  antagonism/
an/tag/o/ni/st,  antagonist/
anta/re/s,  antares/
ant/ark/t,  antarkt/
/antaux/a/rang/xit,  antaux/arangx/it/
/antaux/a/vi/z,  antaux/aviz/
/antaux/de/se/rt,  antaux/desert/
/antaux/de/stin,  antaux/destin/
/antaux/de/s/tini/sm,  antaux/destin/ism/
/antaux/di/luv,  antaux/diluv/
/antaux/di/r,  antaux/dir/
/antaux/di/rist,  antaux/dir/ist/
/antaux/en/em,  antaux/e/n/em/
/antaux/en/igad,  antaux/e/n/ig/ad/
/antaux/en/ig,  antaux/e/n/ig/
/antaux/en/ir/,  antaux/e/n/ir/
/antaux/en/pusx,  antaux/e/n/pusx/
/antaux/f/la/r,  antaux/flar/
/antaux/f/or/ig,  antaux/for/ig/
/antaux/glac/i,  antaux/glaci/
/antaux/hal/tig/,  antaux/halt/ig/
/antaux/k/am/bri,  antaux/kambri/
/antaux/ku/ir/it,  antaux/kuir/it/
/antaux/m/al/help/,  antaux/mal/help/
/antaux/mas/t,  antaux/mast/
/antaux/m/ol/ar,  antaux/molar/
/antaux/pensi/t,  antaux/pens/it/
/antaux/pl/en/um,  antaux/plen/um/
/antaux/por/d,  antaux/pord/
/antaux/sciig,  antaux/sci/ig/
/antaux/te/g/ment/,  antaux/tegment/
/antaux/t/en/,  antaux/ten/
/antaux/tu/ke/t,  antaux/tuk/et/
/antaux/v/en/,  antaux/ven/
/antaux/v/en/int,  antaux/ven/int/
/antaux/vi/dat/,  antaux/vid/at/
/antaux/v/ide/bl,  antaux/vid/ebl/
an/tem/id,  antemid/
an/tem/,  antem/
an/ter/,  anter/
an/tif/on,  antifon/
anti/fraz/,  antifraz/
anti/gen/,  antigen/
an/tig/on,  antigon/
an/tig/vo/barbud/,  antigv/o/barbud/
an/tig/v,  antigv/
anti/korp/,  antikorp/
anti/korpuskl/,  antikorpuskl/
anti/krist/,  antikrist/
antikvajxist,  antikv/ajx/ist/
antikvajx,  antikv/ajx/
antik/ve/c,  antikv/ec/
antikvul,  antikv/ul/
/antil/e/ban/on,  antilebanon/
/antil/op,  antilop/
anti/mon/,  antimon/
anti/ne/ux/tri/n,  antineuxtrin/
anti/nom/i,  antinomi/
anti/partikl/,  antipartikl/
antip/ir/in,  antipirin/
anti/pro/ton/,  antiproton/
ant/ir/in,  antirin/
anti/sem/it,  antisemit/
anti/sem/itism,  antisemit/ism/
anti/se/ps,  antiseps/
anti/se/psajx,  antiseps/ajx/
anti/te/z,  antitez/
antitok/si/n,  antitoksin/
an/tol/ogi,  antologi/
an/ton/im,  antonim/
an/ton/i,  antoni/
an/ton/,  anton/
antr/aks/,  antraks/
antrop/ol/ogi,  antropologi/
antrop/ol/og,  antropolog/
antro/pom/et/ri,  antropometri/
antro/pom/or/fism,  antropomorfism/
ant/ver/p/en/,  antverpen/
a/nub/,  anub/
an/unc/iaci,  anunciaci/
a/or/t,  aort/
a/ost/,  aost/
a/pac/x,  apacx/
a/palac/x,  apalacx/
apa/nagx/,  apanagx/
a/part/,  apart/
a/part/ajx,  apart/ajx/
a/part/en/ad,  aparten/ad/
a/part/en/ant,  aparten/ant/
a/part/en/,  aparten/
a/parti/g,  apart/ig/
a/parti/go/pov/,  apart/ig/o/pov/
a/parti/gx,  apart/igx/
a/parti/sm,  apart/ism/
apa/tiu/l,  apati/ul/
ape/la/ci,  apelaci/
ape/la/ciant,  apelaci/ant/
ape/la/ciint,  apelaci/int/
ap/el/,  apel/
ap/en/aux/,  apenaux/
ap/en/di/c,  apendic/
ap/en/in,  apenin/
a/per/ajx,  aper/ajx/
a/per/ant,  aper/ant/
a/per/,  aper/
a/per/ig,  aper/ig/
a/per/igit,  aper/ig/it/
a/per/int,  aper/int/
a/per/itiv,  aperitiv/
a/per/ont,  aper/ont/
a/per/ritm,  aper/ritm/
a/per/t,  apert/
a/per/tajx,  apert/ajx/
/apetit/igil,  apetit/ig/il/
/apetit/ve/k,  apetit/vek/
a/plan/at,  aplanat/
a/plan/a/te/c,  aplanat/ec/
a/plan/atism,  aplanat/ism/
a/pli/kad,  aplik/ad/
a/pli/k,  aplik/
a/pli/kat/,  aplik/at/
a/pli/k/ebl/,  aplik/ebl/
ap/ne/,  apne/
apo/gant/,  apog/ant/
apogigx,  apog/igx/
apogil,  apog/il/
apogr/el/,  apog/rel/
apogxa/tur/,  apogxatur/
apo/kali/ps,  apokalips/
apo/kri/f,  apokrif/
ap/ol/ogi,  apologi/
ap/ol/og,  apolog/
ap/ol/on,  apolon/
apoplek/si/,  apopleksi/
apo/stat/,  apostat/
a/post/eri/or/,  aposterior/
a/post/ol/,  apostol/
a/post/rof,  apostrof/
apo/te/k,  apotek/
apo/te/kist/,  apotek/ist/
apo/te/oz,  apoteoz/
ap/ret/ad,  apret/ad/
ap/ret/,  apret/
ap/ret/ur,  apretur/
a/prez/,  aprez/
a/pri/l,  april/
a/pri/l/sxerc/,  april/sxerc/
a/pri/or/,  aprior/
ap/si/d,  apsid/
/apud/b/ord/,  apud/bord/
a/puli/,  apuli/
a/pun/t,  apunt/
/arab/esk,  arabesk/
ar/ag/on,  aragon/
ar/al/,  aral/
ar/am/e,  arame/
a/ran/eajx,  arane/ajx/
a/ran/e,  arane/
a/ran/eul,  arane/ul/
a/rang/xem,  arangx/em/
a/rang/x,  arangx/
ara/rat/,  ararat/
a/ras/,  aras/
ar/aux/kari/,  arauxkari/
/arb/al/est,  arbalest/
/arb/ar/kult/iv,  arb/ar/kultiv/
/arb/ed,  arbed/
/arb/etajx,  arb/et/ajx/
/arb/etar,  arb/et/ar/
/arb/itr,  arbitr/
/arb/itraciant,  arbitraci/ant/
/arb/itraci,  arbitraci/
/arb/itrac/iu/l,  arbitraci/ul/
/arb/itr/agx/,  arbitragx/
/arb/itrajx,  arbitr/ajx/
/arb/o/ha/kist/,  arb/o/hak/ist/
/arb/ok/ol/omb,  arb/o/kolomb/
ar/bust/ar,  arbust/ar/
ar/bust/,  arbust/
ar/bust/otuf,  arbust/o/tuf/
/arb/ut,  arbut/
/arb/u/tuj/,  arbut/uj/
ar/da/jx,  ard/ajx/
/arde/c,  ard/ec/
/arde/j,  ard/ej/
/arde/n,  arden/
/arde/z/la/t,  ardez/lat/
/arde/z,  ardez/
/arde/z/plat/,  ardez/plat/
ar/di/gx,  ard/igx/
ar/di/l,  ard/il/
ar/di/zi,  ardizi/
a/re/,  are/
a/ren/,  aren/
a/re/o/metr/,  areometr/
a/re/o/pag/,  areopag/
a/re/s,  ares/
a/re/s/te/j,  arest/ej/
a/re/st,  arest/
a/re/s/tig/x,  arest/igx/
a/re/stit,  arest/it/
a/re/st/ordon/,  arest/ordon/
ar/gent/an,  argentan/
ar/gent/in,  argentin/
ar/gent/inan,  argentin/an/
argon/auxt/,  argonauxt/
/argxent/an,  argxentan/
argxi/rol/,  argxirol/
arhxe/ol/ogi,  arhxeologi/
arhxe/ol/og,  arhxeolog/
arhxipe/lag/,  arhxipelag/
arhxi/te/kt,  arhxitekt/
arhxi/te/k/tur/,  arhxitektur/
aria/ni/sm,  ari/an/ism/
arian,  ari/an/
arierul,  arier/ul/
arig,  ar/ig/
arigx,  ar/igx/
ari/man/,  ariman/
aris/tof/an,  aristofan/
aristok/rat/,  aristokrat/
aristok/rat/ar,  aristokrat/ar/
aristok/rat/i,  aristokrati/
aristo/lok/i,  aristoloki/
aristo/te/lism,  aristotel/ism/
aristo/te/l,  aristotel/
ari/zon/,  arizon/
arja/ni/sm,  arj/an/ism/
/ark/a/da/r,  arkad/ar/
/ark/a/di/,  arkadi/
/ark/ad,  arkad/
/ark/aik,  arkaik/
/ark/aism,  arkaism/
ar/kaj/xar,  ark/ajx/ar/
ar/kaj/x,  ark/ajx/
/ark/ans/as/,  arkansas/
/ark/e,  arke/
/ark/e/ol/og,  arkeolog/
/ark/eop/ter/ig,  arkeopterig/
/ark/i/du/k,  arkiduk/
/ark/imed,  arkimed/
/ark/ipe/lag/,  arkipelag/
ar/kist/,  ark/ist/
/arkitekt/ur,  arkitektur/
/ark/itrav,  arkitrav/
/ark/i/ve/j,  arkiv/ej/
/ark/i/vi/st,  arkiv/ist/
/ark/iv,  arkiv/
/ark/pafad,  ark/paf/ad/
/ark/pafist,  ark/paf/ist/
/ark/t,  arkt/
/ark/tur/,  arktur/
arlek/en/,  arleken/
armajx,  arm/ajx/
/arme/ni/,  armen/i/
/arme/n,  armen/
/arme/nuj,  armen/uj/
armit,  arm/it/
arm/or/ik,  armorik/
arogajx,  arog/ajx/
aro/gant/,  arogant/
aro/gant/ajx,  arogant/ajx/
aro/gant/ec,  arogant/ec/
aro/gant/ul,  arogant/ul/
a/rok/,  arok/
a/rom/,  arom/
a/rom/ajx,  arom/ajx/
a/rom/herb/,  arom/herb/
a/rom/ig,  arom/ig/
a/rom/o/ter/api,  arom/o/terapi/
arop,  ar/op/
ar/or/ut,  arorut/
aro/teori/,  ar/o/teori/
ar/sen/al/,  arsenal/
ar/sen/ik,  arsenik/
ar/sen/,  arsen/
ar/sxi/n,  arsxin/
/art/emis,  artemis/
/art/emizi,  artemizi/
/art/eri,  arteri/
/art/erioskle/roz/,  arteri/o/skleroz/
/art/ez,  artez/
/art/g/al/eri,  art/galeri/
/art/ifik,  artifik/
/artik/l,  artikl/
/artik/t/ord/,  artik/tord/
/art/ilerian,  artileri/an/
/art/ileri,  artileri/
/art/me/tia/jx,  art/meti/ajx/
/art/metiist,  art/meti/ist/
/art/ritism,  artritism/
/art/rit,  artrit/
/art/ropod,  artropod/
/art/ur,  artur/
/as/afetid,  asafetid/
/as/am/,  asam/
/as/best/,  asbest/
a/scen/d,  ascend/
a/sem/bl,  asembl/
a/sem/blil,  asembl/il/
a/se/ps,  aseps/
a/se/rt,  asert/
a/ses/or/,  asesor/
/as/fal/t,  asfalt/
/as/fik/si/,  asfiksi/
/as/fo/de/l,  asfodel/
a/sign/,  asign/
a/simil/ad,  asimil/ad/
a/simil/,  asimil/
a/si/mptot,  asimptot/
a/si/ri,  asir/i/
a/si/r,  asir/
a/si/st,  asist/
a/si/stant,  asist/ant/
a/si/st/profesor/,  asist/profesor/
a/si/z,  asiz/
a/skal/on,  askalon/
/as/kari/d,  askarid/
/as/ke/tism,  asket/ism/
/as/ke/t,  asket/
/as/ki,  aski/
/as/klepiad,  asklepiad/
/as/mer,  asmer/
a/son/anc,  asonanc/
/as/par/ag/,  asparag/
/as/pek/t,  aspekt/
/as/per/g,  asperg/
/as/per/gil,  asperg/il/
/as/per/ul,  asperul/
/as/pid,  aspid/
/as/pi/ran/t,  aspir/ant/
/as/p/ir/,  aspir/
/as/p/ir/in,  aspirin/
/as/tak,  astak/
/as/tan,  astan/
a/stat/,  astat/
/as/ter/ac,  asterac/
/as/ter/i,  asteri/
/as/ter/isk,  asterisk/
/as/ter/,  aster/
/as/ter/oid,  asteroid/
/as/tig/mat,  astigmat/
/as/tig/ma/te/c,  astigmat/ec/
/as/tig/matism,  astigmatism/
/as/tr,  astr/
/as/tr/ag/al/,  astragal/
/as/trahxan,  astrahxan/
/as/trakan,  astrakan/
/as/tro/fizik/,  astr/o/fizik/
/as/t/rol/ab,  astrolab/
/as/t/rol/ogi,  astrologi/
/as/t/rol/og,  astrolog/
/as/tron/auxt/,  astronauxt/
/as/tro/nom/i,  astronomi/
/as/tro/nom/,  astronom/
/as/tur/i,  asturi/
/as/unc/ion,  asuncion/
/as/van,  asvan/
/as/xhxabad,  asxhxabad/
/as/x/ke/naz/,  asxkenaz/
/as/xok,  asxok/
a/sxu/r,  asxur/
/atak/am/,  atakam/
ata/kant/,  atak/ant/
a/taksi/,  ataksi/
ata/naz/i,  atanazi/
ata/vi/sm,  atavism/
a/te/ism,  ateism/
a/te/ist,  ateist/
a/tend/ant,  atend/ant/
a/tend/ebl/,  atend/ebl/
a/tend/ej,  atend/ej/
a/tend/,  atend/
a/tend/o/list/,  atend/o/list/
a/tend/o/temp/,  atend/o/temp/
a/tend/o/vic/,  atend/o/vic/
at/en/,  aten/
at/en/u,  atenu/
at/en/uigx,  atenu/igx/
ati/kis/m,  atik/ism/
atingajx,  ating/ajx/
atingind,  ating/ind/
at/la/ntid,  atlantid/
at/la/ntik,  atlantik/
at/la/s,  atlas/
atletism,  atlet/ism/
a/tol/,  atol/
/atom/mod/el/,  atom/model/
a/ton/i,  atoni/
at/re/p/si/,  atrepsi/
a/tri/bu,  atribu/
a/tri/but,  atribut/
a/trip/l,  atripl/
atrofiigx,  atrofi/igx/
a/tut/,  atut/
/aux/d,  auxd/
/aux/da/c,  auxdac/
/aux/da/d,  auxd/ad/
/aux/da/ntar,  auxd/ant/ar/
/aux/d/ebl/,  auxd/ebl/
/aux/di/en/c,  auxdienc/
/aux/di/g,  auxd/ig/
/aux/di/gx,  auxd/igx/
/aux/di/l,  auxd/il/
/aux/di/t/or/i,  auxditori/
/aux/do/kapabl/,  auxd/o/kapabl/
/aux/do/vid/,  auxd/o/vid/
/aux/d/parol/il,  auxd/parolil/
/aux/d/sen/s,  auxd/sens/
/aux/d/vid/,  auxd/vid/
/aux/gsburg,  auxgsburg/
/aux/gu/rad/,  auxgur/ad/
/aux/gur,  auxgur/
/aux/gurist,  auxgur/ist/
/aux/gus/tenis/m,  auxgusten/ism/
/aux/gust/en/,  auxgusten/
/aux/gust/,  auxgust/
/aux/kci,  auxkci/
/aux/kciist,  auxkci/ist/
/aux/k/land/,  auxkland/
/aux/kom/bi/ni/l,  aux/kombin/il/
/aux/lid,  auxlid/
/aux/l,  auxl/
/aux/re/ol/,  auxreol/
/aux/rig/naci/,  auxrignaci/
/aux/rikl,  auxrikl/
/aux/rikul,  auxrikul/
/aux/s/kult/ad,  auxskult/ad/
/aux/s/kult/ant,  auxskult/ant/
/aux/s/kult/,  auxskult/
/aux/s/kult/il,  auxskult/il/
/aux/s/kult/um,  auxskult/um/
/aux/spici,  auxspici/
/aux/str,  auxstr/
/aux/str/al/,  auxstral/
/aux/str/al/azi/,  auxstralazi/
/auxstr/i/oh/un/gari,  auxstr/i/o/hungari/
/aux/stro/ne/zi,  auxstronezi/
/aux/s/tru/j,  auxstr/uj/
/aux/sx/vic/,  auxsxvic/
/auxt/arci,  auxtarci/
/auxt/en/t,  auxtent/
/auxt/en/tik,  auxtentik/
/auxt/en/ti/ke/c,  auxtentik/ec/
/auxt/en/tikig,  auxtentik/ig/
/auxt/ism,  auxtism/
/auxt/ismul,  auxtism/ul/
/auxt/obiografi,  auxtobiografi/
/auxt/obro/kant/ajx,  auxt/o/brokant/ajx/
/auxtobus/hal/te/j,  auxtobus/halt/ej/
/auxt/o/da/fe,  auxtodafe/
/auxt/o/di/d/akt/,  auxtodidakt/
/auxt/ofa/brik/,  auxt/o/fabrik/
/auxt/of/lot/,  auxt/o/flot/
/auxt/og/ir/,  auxtogir/
/auxt/ografi,  auxtografi/
/auxt/ograf,  auxtograf/
/auxt/o/kor/n,  auxt/o/korn/
/auxt/ok/rat/i,  auxtokrati/
/auxt/ok/rat/ism,  auxtokrat/ism/
/auxt/ok/rat/,  auxtokrat/
/auxt/ok/ton/,  auxtokton/
/auxt/omaci,  auxtomaci/
/auxt/o/nom/,  auxtonom/
/auxt/o/nom/ec,  auxtonom/ec/
/auxt/or/ekzempl/er,  auxtor/ekzempler/
/auxt/or/in,  auxtor/in/
/auxt/or/ipa/re/j,  auxt/o/ripar/ej/
/auxt/or/itat,  auxtoritat/
/auxt/or/itatu/la/r,  auxtoritat/ul/ar/
/auxt/or/itatul,  auxtoritat/ul/
/auxt/or/,  auxtor/
/auxt/or/rajt/,  auxtor/rajt/
/auxt/or/tan/tie/m,  auxtor/tantiem/
/auxtun/kom/en/c,  auxtun/komenc/
/aux/ver/nj,  auxvernj/
av/al/,  aval/
ava/lok/i/te/sx/var/,  avalokitesxvar/
a/vang/ard,  avangard/
a/vang/arde/c,  avangard/ec/
avan/tag/x,  avantagx/
avanul,  avan/ul/
a/var/,  avar/
a/var/ul,  avar/ul/
a/vat/ar,  avatar/
avcxj,  av/cxj/
a/vel/kolor/,  avel/kolor/
a/vel/,  avel/
a/vel/uj,  avel/uj/
av/en/f/lok/,  aven/flok/
av/en/kacx/,  aven/kacx/
av/en/,  aven/
/aventur/in,  aventurin/
av/en/u,  avenu/
av/era/gx,  averagx/
a/ver/i,  averi/
a/vers/,  avers/
a/ver/t,  avert/
a/ver/til,  avert/il/
a/ver/t/sign/al/,  avert/signal/
a/vest/,  avest/
a/vi/ad,  aviad/
a/vi/a/di/st,  aviad/ist/
a/vic/x,  avicx/
a/vid/,  avid/
av/ide/c,  avid/ec/
a/vin/jon/,  avinjon/
a/vin/,  av/in/
a/vi/s,  avis/
a/vi/z,  aviz/
a/vi/z/leter/,  aviz/leter/
a/vi/z/tabul/,  aviz/tabul/
avnj,  av/nj/
a/vo/gadr,  avogadr/
a/vo/kad/arb/,  avokad/arb/
a/vo/kad,  avokad/
a/vo/ka/du/j,  avokad/uj/
az/en/,  azen/
az/en/ajx,  azen/ajx/
az/en/ig,  azen/ig/
az/en/kard/,  azen/kard/
az/en/pied,  azen/pied/
azerbajgxanan,  azerbajgxan/an/
/azi/l,  azil/
/azi/l/pet/ant,  azil/pet/ant/
/azi/l/sercx/ant,  azil/sercx/ant/
/azi/lul,  azil/ul/
/azi/mut,  azimut/
az/or/,  azor/
az/ov/,  azov/
az/te/k,  aztek/
b/abel/ism,  babel/ism/
b/abel/,  babel/
b/abel/tur/,  babel/tur/
babi/la/cx,  babil/acx/
babi/la/jx,  babil/ajx/
babilej,  babil/ej/
babilem,  babil/em/
ba/bilet/,  babil/et/
babilo/ni/,  babiloni/
bab/ir/us,  babirus/
bab/ord/an,  babord/an/
bab/ord/,  babord/
ba/busx/,  babusx/
ba/de/ni/,  baden/i/
ba/de/n,  baden/
badmin/ton/,  badminton/
ba/fin/,  bafin/
b/ag/agx/,  bagagx/
b/ag/a/te/l,  bagatel/
b/ag/a/te/lem,  bagatel/em/
b/ag/a/te/lig/,  bagatel/ig/
b/ag/avadgit,  bagavadgit/
b/ag/da/d,  bagdad/
ba/ha/an,  baha/an/
ba/ha/ism,  baha/ism/
bah/am/,  baham/
ba/ha/,  baha/
ba/ir/iki,  bairiki/
baja/de/r,  bajader/
bajk/al/,  bajkal/
ba/jon/et,  bajonet/
ba/jon/etsokl,  bajonet/sokl/
bajr/am/,  bajram/
bakad,  bak/ad/
ba/kaj/x,  bak/ajx/
bak/al/aux/re/c,  bakalauxr/ec/
bak/al/aux/r,  bakalauxr/
ba/kanal/,  bakanal/
ba/ke/j,  bak/ej/
ba/ke/lit/,  bakelit/
ba/kist/,  bak/ist/
bakmul/di/l,  bak/muld/il/
bakplet,  bak/plet/
bak/ter/i,  bakteri/
bak/ter/io/fag/,  bakteriofag/
bak/ter/i/ol/ogi,  bakteriologi/
bak/tri/,  baktri/
bakuj,  bak/uj/
b/al/aajx,  bala/ajx/
b/al/aajxuj,  bala/ajx/uj/
ba/lad/,  balad/
b/al/a,  bala/
b/al/ail,  bala/il/
b/al/a/lini/,  bala/lini/
ba/lanc/ad,  balanc/ad/
ba/lanc/cxeval/,  balanc/cxeval/
ba/lanc/el/,  balancel/
ba/lanc/,  balanc/
ba/lanc/igx,  balanc/igx/
ba/lanc/il,  balanc/il/
ba/lanc/segx/,  balanc/segx/
ba/last/,  balast/
b/al/a/ton/,  balaton/
b/al/butad,  balbut/ad/
b/al/but,  balbut/
b/al/butul,  balbut/ul/
b/al/da/k/en/,  baldaken/
b/al/du/r,  baldur/
b/al/ear,  balear/
b/al/ed,  baled/
/balen/kap/tad,  balen/kapt/ad/
/balen/sx/ark/,  balen/sxark/
b/al/etistar,  balet/ist/ar/
b/al/etistin,  balet/ist/in/
b/al/etist,  balet/ist/
b/al/etjup,  balet/jup/
b/al/et,  balet/
b/al/et/sxu/,  balet/sxu/
b/alg/,  balg/
b/alg/obl/ov/il,  balg/o/blov/il/
b/al/hx,  balhx/
b/ali/,  bali/
ba/list/ik,  balistik/
ba/list/,  balist/
b/al/kan,  balkan/
b/al/ka/ni/,  balkan/i/
b/al/kas/x,  balkasx/
b/al/kon/,  balkon/
b/al/,  bal/
b/al/o/ne/t,  balon/et/
b/al/on,  balon/
b/alt/,  balt/
b/alt/e,  balte/
b/al/timor/,  baltimor/
b/al/ust/rad/,  balustrad/
b/al/ustr,  balustr/
b/al/z/am/,  balzam/
b/al/za/mar/b,  balzam/arb/
b/al/z/am/in,  balzamin/
b/am/ak,  bamak/
b/am/bu,  bambu/
b/am/buajx,  bambu/ajx/
b/am/buar,  bambu/ar/
b/am/buid,  bambu/id/
b/am/bukan,  bambu/kan/
b/am/bu/stang/,  bambu/stang/
b/am/busx/os,  bambu/sxos/
/ban/al/,  banal/
/ban/al/ajx,  banal/ajx/
/ban/al/ec,  banal/ec/
/ban/a/lig/,  banal/ig/
/ban/an,  banan/
/ban/anuj,  banan/uj/
/ban/a/ras/,  banaras/
/ban/d/agx/,  bandagx/
/ban/da/r/seri/begavan,  bandar/seri/begavan/
/ban/de/rol/,  banderol/
/ban/di/t,  bandit/
/ban/d,  band/
/ban/do/ni/,  bandoni/
/ban/du/ng,  bandung/
/ban/gkok,  bangkok/
/ban/g/lad/esx,  bangladesx/
/ban/g,  bang/
/ban/g/vi/,  bangvi/
/ban/gxul,  bangxul/
/ban/jxul,  banjxul/
/bank/al/son/,  ban/kalson/
/bank/ier,  bankier/
/bank/iz,  bankiz/
/bank/kaj/er,  bank/kajer/
/bank/ok,  bankok/
/bank/rabist,  bank/rab/ist/
/bankrot/a/rang/x,  bankrot/arangx/
/bank/uracad,  ban/kurac/ad/
/bank/uv,  ban/kuv/
/ban/ter/api,  ban/terapi/
/ban/tig/,  bant/ig/
/ban/t,  bant/
/ban/t/roz/,  bant/roz/
/ban/tu,  bantu/
baptan,  bapt/an/
baptat,  bapt/at/
bap/tig/x,  bapt/igx/
bapto/fil/in/,  bapt/o/fil/in/
bapto/fil/,  bapt/o/fil/
bapto/ge/patr/,  bapt/o/ge/patr/
baptokuv,  bapt/o/kuv/
bap/ton/om,  bapt/o/nom/
bapto/patr/in/,  bapt/o/patr/in/
bapto/patr/,  bapt/o/patr/
ba/rad/,  bar/ad/
/bar/a/kar/,  barak/ar/
/bar/ak,  barak/
/bar/akt/ad,  barakt/ad/
/bar/akt/,  barakt/
ba/rat/,  barat/
/barb/ad,  barbad/
/barb/ados,  barbados/
b/arb/ar/,  barbar/
b/arb/ar/ajx,  barbar/ajx/
b/arb/ar/ec,  barbar/ec/
b/arb/ar/ism,  barbarism/
/barb/ir/ej,  barbir/ej/
/barb/ir/,  barbir/
/barb/la/n,  barb/lan/
/barb/la/nug,  barb/lanug/
/bar/c/el/on,  barcelon/
/bar/cx,  barcx/
/bar/d,  bard/
/bar/ejn,  barejn/
/barel/ief,  barelief/
/bar/em,  barem/
ba/ren/c,  barenc/
/bar/gx,  bargx/
/bar/i,  bari/
/bar/iergar/di/st,  barier/gard/ist/
/bar/ier,  barier/
/bar/ierist,  barier/ist/
/bar/ikad,  barikad/
/bar/it,  barit/
/bar/i/ton/,  bariton/
/bar/i/ton/ul,  bariton/ul/
/bar/it/paper/,  barit/paper/
/bar/jon/,  barjon/
/bar/karo/l,  barkarol/
b/ark/et,  bark/et/
b/ark/,  bark/
/bar/ograf,  barograf/
/bar/ok,  barok/
ba/ros/kop,  bar/o/skop/
b/art/,  bart/
b/as/,  bas/
b/as/b/al/ej,  bas/bal/ej/
b/as/b/al/,  bas/bal/
ba/se/d/ov/,  basedov/
b/as/eter/,  baseter/
b/as/gitar/,  bas/gitar/
ba/si/,  basi/
ba/si/st,  bas/ist/
b/as/k,  bask/
b/as/kul,  baskul/
b/as/kul/cxeval/,  baskul/cxeval/
b/as/kulk/am/ion,  baskul/kamion/
b/as/kul/lud/,  baskul/lud/
b/as/kul/pont/,  baskul/pont/
b/as/kul/put/,  baskul/put/
b/as/kul/sxalt/il/,  baskul/sxalt/il/
b/as/s,  bass/
b/as/tard,  bastard/
b/as/t/arde/c,  bastard/ec/
ba/stil/,  bastil/
b/as/tio/n,  bastion/
b/as/t,  bast/
b/as/ul,  bas/ul/
b/as/xo,  basxo/
batad,  bat/ad/
/batal/hal/t,  batal/halt/
/batal/ion,  batalion/
bata/vi/,  batavi/
ba/te/tend/,  bat/etend/
batfa/lig/,  bat/fal/ig/
batil,  bat/il/
batmiks,  bat/miks/
b/aux/d,  bauxd/
b/aux/drucx,  bauxdrucx/
b/aux/m,  bauxm/
b/aux/,  baux/
ba/var/i,  bavari/
ba/var/,  bavar/
baz/alt/,  bazalt/
/bazar/kor/b,  bazar/korb/
bazec,  baz/ec/
bazed/ov/,  bazedov/
baz/el/,  bazel/
b/azi/gx,  baz/igx/
b/azi/k,  bazik/
b/azi/lik,  bazilik/
b/azi/lisk,  bazilisk/
b/azi/t,  baz/it/
bazo/pilk/,  baz/o/pilk/
bea/tig/,  beat/ig/
bea/tri/c,  beatric/
beatul,  beat/ul/
bebo/cxar/et,  beb/o/cxar/et/
bebo/kacx/,  beb/o/kacx/
bebo/segx/,  beb/o/segx/
be/bov/in/d,  beb/o/vind/
/bedauxr/in/da/jx,  bedauxr/indajx/
be/du/en/,  beduen/
begi/ne/j,  begin/ej/
bego/ni/,  begoni/
bek/du/,  bekdu/
be/ke/r/el/,  bekerel/
bekpik,  bek/pik/
beksk/arab/,  bek/skarab/
bekva/drat/,  bekvadrat/
bek/ver/el/,  bekverel/
/bel/adon,  beladon/
/bel/as/pek/t,  bel/aspekt/
/bel/aux/,  belaux/
/bel/ec/ok/re/m,  bel/ec/o/krem/
/bel/etr,  beletr/
/bel/etrajx,  beletr/ajx/
/bel/e/tri/stik,  beletristik/
